src-text	src-lang	tgt-text	tgt-lang	tgt-lang-var
potro	spa	hříbě	ces	106
Fohlen	deu	hříbě	ces	106
foal	eng	hříbě	ces	106
poulain	fra	hříbě	ces	106
veulen	nld	hříbě	ces	106
potro	spa	hříbě	ces	106
Füllen	deu	hříbě	ces	106
beauty	eng	kráska	ces	106
peri	eng	kráska	ces	106
stunner	eng	kráska	ces	106
красавица	rus	kráska	ces	106
красотка	rus	kráska	ces	106
beauty	eng	kráska	ces	106
peri	eng	kráska	ces	106
stunner	eng	kráska	ces	106
beauté	fra	kráska	ces	106
belle	fra	kráska	ces	106
Schöne	deu	kráska	ces	106
Schönheit	deu	kráska	ces	106
belleza	spa	kráska	ces	106
hermosura	spa	kráska	ces	106
fraaiheid	nld	kráska	ces	106
knapheid	nld	kráska	ces	106
schoonheid	nld	kráska	ces	106
schone	nld	kráska	ces	106
schone vrouw	nld	kráska	ces	106
beauty	eng	kráska	ces	106
peri	eng	kráska	ces	106
stunner	eng	kráska	ces	106
belleza	spa	kráska	ces	106
guapa	spa	kráska	ces	106
beauty	eng	kráska	ces	106
Schönheit	deu	kráska	ces	106
Schöne	deu	kráska	ces	106
beauté	fra	kráska	ces	106
schoonheid	nld	kráska	ces	106
schone	nld	kráska	ces	106
красо́тка	rus	kráska	ces	106
краса́вица	rus	kráska	ces	106
belle	eng	kráska	ces	106
Schönheit	deu	kráska	ces	106
Schöne	deu	kráska	ces	106
beauté	fra	kráska	ces	106
belle	fra	kráska	ces	106
красотка	rus	kráska	ces	106
краса́вица	rus	kráska	ces	106
beauté	fra	kráska	ces	106
Schönheit	deu	kráska	ces	106
Schöne	deu	kráska	ces	106
beauty	eng	kráska	ces	106
красавица	rus	kráska	ces	106
bella	spa	kráska	ces	106
beauty	eng	kráska	ces	106
belle	fra	kráska	ces	106
красавица	rus	kráska	ces	106
belleza	spa	kráska	ces	106
Äffin	deu	kráska	ces	106
chufa	eng	kráska	ces	106
earth almond	eng	kráska	ces	106
apin	nld	kráska	ces	106
ко́тик	rus	lachtan	ces	106
-n	deu	kopule	ces	106
line	eng	linie práce	ces	106
werk	nld	linie práce	ces	106
barren strawberry	eng	mochnička	ces	106
машина	rus	motorka	ces	106
maillot	fra	plavky	ces	106
maillot	fra	plavky	ces	106
трусы	rus	plavky	ces	106
maillot	fra	plavky	ces	106
maillot	fra	plavky	ces	106
maillot	fra	plavky	ces	106
trusa	spa	plavky	ces	106
maillot	fra	plavky	ces	106
trusa	spa	plavky	ces	106
maillot	fra	plavky	ces	106
trusa	spa	plavky	ces	106
pill	eng	pilulka	ces	106
pil	nld	pilulka	ces	106
pil	nld	pilulka	ces	106
пилюля	rus	pilulka	ces	106
пилюля	rus	pilulka	ces	106
таблетка	rus	pilulka	ces	106
lozenge	eng	pilulka	ces	106
pill	eng	pilulka	ces	106
tablet	eng	pilulka	ces	106
pilule	fra	pilulka	ces	106
comprimé	fra	pilulka	ces	106
Pille	deu	pilulka	ces	106
Tablette	deu	pilulka	ces	106
gragea	spa	pilulka	ces	106
pildora	spa	pilulka	ces	106
píldora	spa	pilulka	ces	106
pill	eng	pilulka	ces	106
pill	eng	pilulka	ces	106
Pille	deu	pilulka	ces	106
Tablette	deu	pilulka	ces	106
pilule	fra	pilulka	ces	106
pil	nld	pilulka	ces	106
табле́тка	rus	pilulka	ces	106
пилю́ля	rus	pilulka	ces	106
píldora	spa	pilulka	ces	106
pastilla	spa	pilulka	ces	106
tableta	spa	pilulka	ces	106
comprimido	spa	pilulka	ces	106
таблетка	rus	pilulka	ces	106
pilule	fra	pilulka	ces	106
Pille	deu	pilulka	ces	106
pill	eng	pilulka	ces	106
pil	nld	pilulka	ces	106
píldora	spa	pilulka	ces	106
Tablette	deu	pilulka	ces	106
tablet	eng	pilulka	ces	106
lozenge	eng	pilulka	ces	106
pill	eng	pilulka	ces	106
comprimé	fra	pilulka	ces	106
tablet	nld	pilulka	ces	106
pil	nld	pilulka	ces	106
píldora	spa	pilulka	ces	106
pastilla	spa	pilulka	ces	106
tableta	spa	pilulka	ces	106
comprimido	spa	pilulka	ces	106
таблетка	rus	pilulka	ces	106
Tablette	deu	pilulka	ces	106
tablet	eng	pilulka	ces	106
pill	eng	pilulka	ces	106
cachet	fra	pilulka	ces	106
comprimé	fra	pilulka	ces	106
pastille	fra	pilulka	ces	106
tablet	nld	pilulka	ces	106
pastilla	spa	pilulka	ces	106
tableta	spa	pilulka	ces	106
comprimido	spa	pilulka	ces	106
Dragée	deu	pilulka	ces	106
Pille	deu	pilulka	ces	106
Tablette	deu	pilulka	ces	106
orb	eng	pilulka	ces	106
pill	eng	pilulka	ces	106
tablet	eng	pilulka	ces	106
pilule	fra	pilulka	ces	106
pil	nld	pilulka	ces	106
mesita	spa	pilulka	ces	106
view	eng	pohled	ces	106
вид	rus	pohled	ces	106
aspect	eng	pohled	ces	106
face	eng	pohled	ces	106
view	eng	pohled	ces	106
aspect	fra	pohled	ces	106
view	eng	pohled	ces	106
вид	rus	pohled	ces	106
view	eng	pohled	ces	106
Miene	deu	pohled	ces	106
face	eng	pohled	ces	106
blik	nld	pohled	ces	106
blik	nld	pohled	ces	106
Fratze	deu	pohled	ces	106
вид	rus	pohled	ces	106
view	eng	pohled	ces	106
Karte	deu	pohled	ces	106
card	eng	pohled	ces	106
карта	rus	pohled	ces	106
carte	fra	pohled	ces	106
открытка	rus	pohled	ces	106
открытка	rus	pohled	ces	106
-n	deu	pohled	ces	106
card	eng	pohled	ces	106
tarjeta	spa	pohled	ces	106
view	eng	pohled	ces	106
eight	eng	osmé	ces	106
See	deu	námořní	ces	106
fool	eng	pošetilec	ces	106
fool	eng	pošetilec	ces	106
Einfaltspinsel	deu	pošetilec	ces	106
fool	eng	pošetilec	ces	106
Narr	deu	pošetilec	ces	106
Trottel	deu	pošetilec	ces	106
Dummkopf	deu	pošetilec	ces	106
Tor	deu	pošetilec	ces	106
idiot	fra	pošetilec	ces	106
imbécile	fra	pošetilec	ces	106
болва́н	rus	pošetilec	ces	106
дура́к	rus	pošetilec	ces	106
ду́рень	rus	pošetilec	ces	106
глупе́ц	rus	pošetilec	ces	106
Depp	deu	pošetilec	ces	106
Dummerchen	deu	pošetilec	ces	106
Dummkopf	deu	pošetilec	ces	106
Einfaltspinsel	deu	pošetilec	ces	106
Esel	deu	pošetilec	ces	106
Hohlkopf	deu	pošetilec	ces	106
Hornochse	deu	pošetilec	ces	106
Idiot	deu	pošetilec	ces	106
Narr	deu	pošetilec	ces	106
Schwachkopf	deu	pošetilec	ces	106
Tor	deu	pošetilec	ces	106
Tropf	deu	pošetilec	ces	106
Trottel	deu	pošetilec	ces	106
fool	eng	pošetilec	ces	106
nincompoop	eng	pošetilec	ces	106
abruti	fra	pošetilec	ces	106
andouille	fra	pošetilec	ces	106
balourd	fra	pošetilec	ces	106
bête	fra	pošetilec	ces	106
crétin	fra	pošetilec	ces	106
idiot	fra	pošetilec	ces	106
imbécile	fra	pošetilec	ces	106
sot	fra	pošetilec	ces	106
domoor	nld	pošetilec	ces	106
ezel	nld	pošetilec	ces	106
oelewapper	nld	pošetilec	ces	106
oetlul	nld	pošetilec	ces	106
stommeling	nld	pošetilec	ces	106
дуралей	rus	pošetilec	ces	106
дурень	rus	pošetilec	ces	106
простак	rus	pošetilec	ces	106
тупица	rus	pošetilec	ces	106
lever	eng	pákový	ces	106
lever	eng	pákový	ces	106
lever	eng	pákový	ces	106
вид	rus	rozhled	ces	106
view	eng	rozhled	ces	106
raspberry	eng	pískot	ces	106
Mittel	deu	průměr	ces	106
media	spa	průměr	ces	106
Mittel	deu	průměr	ces	106
Mittel	deu	průměr	ces	106
slide	eng	snímek	ces	106
frame	eng	snímek	ces	106
image	eng	snímek	ces	106
picture	eng	snímek	ces	106
snapshot	eng	snímek	ces	106
frame	eng	snímek	ces	106
image	fra	snímek	ces	106
fotograma	spa	snímek	ces	106
изображение	rus	snímek	ces	106
снимок	rus	snímek	ces	106
снимок	rus	snímek	ces	106
изображение	rus	snímek	ces	106
рисунок	rus	snímek	ces	106
картина	rus	snímek	ces	106
icon	eng	snímek	ces	106
ikon	eng	snímek	ces	106
image	eng	snímek	ces	106
picture	eng	snímek	ces	106
frame	eng	snímek	ces	106
photograph	eng	snímek	ces	106
snapshot	eng	snímek	ces	106
image	fra	snímek	ces	106
Lichtbild	deu	snímek	ces	106
Bild	deu	snímek	ces	106
imagen	spa	snímek	ces	106
frame	eng	snímek	ces	106
picture	eng	snímek	ces	106
snapshot	eng	snímek	ces	106
picture	eng	snímek	ces	106
Bild	deu	snímek	ces	106
Foto	deu	snímek	ces	106
photo	fra	snímek	ces	106
plaatje	nld	snímek	ces	106
foto	nld	snímek	ces	106
foto	spa	snímek	ces	106
fotografía	spa	snímek	ces	106
изображение	rus	snímek	ces	106
снимок	rus	snímek	ces	106
Foto	deu	snímek	ces	106
photo	eng	snímek	ces	106
photograph	eng	snímek	ces	106
picture	eng	snímek	ces	106
фотография	rus	snímek	ces	106
Fotografie	deu	snímek	ces	106
fotografía	spa	snímek	ces	106
snapshot	eng	snímek	ces	106
foto	spa	snímek	ces	106
Bild	deu	snímek	ces	106
Icon	deu	snímek	ces	106
Ikon	deu	snímek	ces	106
Ikone	deu	snímek	ces	106
icon	eng	snímek	ces	106
picture	eng	snímek	ces	106
icon	fra	snímek	ces	106
icône	fra	snímek	ces	106
icoon	nld	snímek	ces	106
pictogram	nld	snímek	ces	106
идол	rus	snímek	ces	106
икона	rus	snímek	ces	106
иконка	rus	snímek	ces	106
кумир	rus	snímek	ces	106
обид	rus	snímek	ces	106
образ	rus	snímek	ces	106
оскорблений	rus	snímek	ces	106
icono	spa	snímek	ces	106
ícono	spa	snímek	ces	106
снимок	rus	snímek	ces	106
Abbild	deu	snímek	ces	106
Abbildung	deu	snímek	ces	106
Ablichtung	deu	snímek	ces	106
Bild	deu	snímek	ces	106
Darstellung	deu	snímek	ces	106
Foto	deu	snímek	ces	106
Fotoaufnahme	deu	snímek	ces	106
Fotografie	deu	snímek	ces	106
Fotografieren	deu	snímek	ces	106
Fotographie	deu	snímek	ces	106
Lichtbild	deu	snímek	ces	106
Photo	deu	snímek	ces	106
Photographie	deu	snímek	ces	106
Zeichnung	deu	snímek	ces	106
design	eng	snímek	ces	106
drawing	eng	snímek	ces	106
figure	eng	snímek	ces	106
ikon	eng	snímek	ces	106
illustration	eng	snímek	ces	106
image	eng	snímek	ces	106
map	eng	snímek	ces	106
photo	eng	snímek	ces	106
photograph	eng	snímek	ces	106
pic	eng	snímek	ces	106
picture	eng	snímek	ces	106
slide	eng	snímek	ces	106
snapshot	eng	snímek	ces	106
figure	fra	snímek	ces	106
illustration	fra	snímek	ces	106
image	fra	snímek	ces	106
photo	fra	snímek	ces	106
photographie	fra	snímek	ces	106
reproduction	fra	snímek	ces	106
afbeelding	nld	snímek	ces	106
beeld	nld	snímek	ces	106
foto	nld	snímek	ces	106
fotografie	nld	snímek	ces	106
kiek	nld	snímek	ces	106
kiekje	nld	snímek	ces	106
картина	rus	snímek	ces	106
образ	rus	snímek	ces	106
рисунок	rus	snímek	ces	106
фото	rus	snímek	ces	106
фотография	rus	snímek	ces	106
фотокарточка	rus	snímek	ces	106
фотоснимок	rus	snímek	ces	106
dibujo	spa	snímek	ces	106
figura	spa	snímek	ces	106
foto	spa	snímek	ces	106
fotografía	spa	snímek	ces	106
fotograma	spa	snímek	ces	106
ilustración	spa	snímek	ces	106
imagen	spa	snímek	ces	106
retrato	spa	snímek	ces	106
slide	eng	snímek	ces	106
strip	eng	svléct	ces	106
strip	eng	svléct	ces	106
strip	eng	svléct	ces	106
ein bisschen	deu	trochu	ces	106
bit	eng	trochu	ces	106
little	eng	trochu	ces	106
bit	eng	trochu	ces	106
little	eng	trochu	ces	106
little	eng	trochu	ces	106
bit	eng	trochu	ces	106
ein bisschen	deu	trochu	ces	106
little	eng	trochu	ces	106
bit	eng	trochu	ces	106
peu	fra	trochu	ces	106
ein bisschen	deu	trochu	ces	106
beetje	nld	trochu	ces	106
peu	fra	trochu	ces	106
little	eng	trochu	ces	106
peu	fra	trochu	ces	106
ein bisschen	deu	trochu	ces	106
flesh	eng	tělo	ces	106
bod	eng	tělo	ces	106
figure	eng	tělo	ces	106
flesh	eng	tělo	ces	106
frame	eng	tělo	ces	106
flesh	eng	tělo	ces	106
figure	eng	tělo	ces	106
flesh	eng	tělo	ces	106
clay	eng	tělo	ces	106
kreng	nld	tělo	ces	106
gag	eng	trik	ces	106
tip	eng	trik	ces	106
device	eng	trik	ces	106
twist	eng	trik	ces	106
gag	eng	trik	ces	106
tip	eng	trik	ces	106
truc	fra	trik	ces	106
gag	eng	trik	ces	106
tip	eng	trik	ces	106
ardid	spa	trik	ces	106
lever	eng	tlapka	ces	106
лапка	rus	tlapka	ces	106
paw	eng	tlapka	ces	106
lever	eng	tlapka	ces	106
pied	fra	tlapka	ces	106
Pfote	deu	tlapka	ces	106
Pranke	deu	tlapka	ces	106
Tatze	deu	tlapka	ces	106
hoef	nld	tlapka	ces	106
shelter	eng	ukrýt	ces	106
shelter	eng	ukrýt	ces	106
shelter	eng	ukrýt	ces	106
planche	fra	trámy	ces	106
base	eng	základna	ces	106
base	eng	základna	ces	106
platform	eng	základna	ces	106
base	eng	základna	ces	106
base	eng	základna	ces	106
осно́ва	rus	základna	ces	106
base	eng	základna	ces	106
base	eng	základna	ces	106
base	eng	základna	ces	106
cockle	eng	zvlnit	ces	106
cockle	eng	zvlnit	ces	106
cockle	eng	zvlnit	ces	106
line	eng	vlasec	ces	106
line	eng	vlasec	ces	106
line	eng	vlasec	ces	106
line	eng	vlasec	ces	106
ligne	fra	vlasec	ces	106
lijn	nld	vlasec	ces	106
string	eng	vlasec	ces	106
Karren	deu	vozíky	ces	106
charrette	fra	vozíky	ces	106
Wagen	deu	vozíky	ces	106
message	eng	zprava	ces	106
tear	eng	štěpit	ces	106
quittance	eng	oplata	ces	106
Miss	eng	Sl.	ces	106
light	eng	nalehko	ces	106
Asterisk	deu	Asterisk	ces	106
Kanne	deu	konva	ces	106
can	eng	konva	ces	106
jug	eng	konva	ces	106
jarra	spa	konva	ces	106
Mensch	deu	tvl	ces	106
hombre	spa	tvl	ces	106
tío	spa	tvl	ces	106
Mensch	deu	čéče	ces	106
hombre	spa	čéče	ces	106
tío	spa	čéče	ces	106
Mensch	deu	ty vole	ces	106
hombre	spa	ty vole	ces	106
tío	spa	ty vole	ces	106
Mensch	deu	twe	ces	106
hombre	spa	twe	ces	106
tío	spa	twe	ces	106
Pickel	deu	krompáč	ces	106
pic	fra	krompáč	ces	106
pico	spa	krompáč	ces	106
snapshot	eng	momentová fotografie	ces	106
snapshot	eng	momentový snímek	ces	106
postérieur	fra	zadopatrový	ces	106
punt	eng	kop z ruky	ces	106
spike	eng	jelínek	ces	106
prostitute	eng	nevěstkdda	ces	106
prostituée	fra	nevěstkdda	ces	106
Hure	deu	nevěstkdda	ces	106
Prostituierte	deu	nevěstkdda	ces	106
Dirne	deu	nevěstkdda	ces	106
whore	eng	nevěstkdda	ces	106
prostituee	nld	nevěstkdda	ces	106
hoer	nld	nevěstkdda	ces	106
проститутка	rus	nevěstkdda	ces	106
prostituta	spa	nevěstkdda	ces	106
piruja	spa	nevěstkdda	ces	106
pelandusca	spa	nevěstkdda	ces	106
Winkel	deu	rýsovací úhelník	ces	106
Winkel	deu	polární úhel	ces	106
Matrizeneinheit	deu	maticová jednotka	ces	106
Matrixeinheit	deu	maticová jednotka	ces	106
Quader	deu	kolmý rovnoběžnostěn	ces	106
Gewicht	deu	váhový faktor	ces	106
Wurzel	deu	hodnota odmocniny	ces	106
Dreiblatt	deu	třílistá Růže	ces	106
Ring	deu	kruhový prstenec	ces	106
Einselenent	deu	jednotkový prvek	ces	106
Einheitselement	deu	jednotkový prvek	ces	106
Tor	deu	vrátkový obvod	ces	106
pépinière	fra	školka pěstitelská	ces	106
Element	deu	prvek chemický	ces	106
element	eng	prvek chemický	ces	106
élément	fra	prvek chemický	ces	106
Flugasche	deu	popílek polétavý	ces	106
fly ash	eng	popílek polétavý	ces	106
jardin familial	fra	zahrada u domu	ces	106
walk	eng	jechat	ces	106
Krankheitserreger	deu	organismus patogenní	ces	106
Stichprobe	deu	test nahodilý	ces	106
bocage	fra	krajina s remízky	ces	106
Wanderweg	deu	stezka turistická	ces	106
Zeh	deu	prst u noha	ces	106
Zehe	deu	prst u noha	ces	106
toe	eng	prst u noha	ces	106
Dummkopf	deu	ťululum	ces	106
loulou	fra	Kulik	ces	106
кипа	rus	Basilej	ces	106
fardo	spa	Basilej	ces	106
кнопка	rus	kulaté tlačítko	ces	106
улыбка	rus	výraz s úsměvem se smějícíma se očima	ces	106
sonrisa	spa	výraz s úsměvem se smějícíma se očima	ces	106
beso	spa	výraz polibku	ces	106
beso	spa	výraz polibku	ces	106
ухмылка	rus	výraz drzého úsměvu	ces	106
повязка	rus	ofačovaná hlava	ces	106
гримаса	rus	tvář s krokodýlím úsměvem	ces	106
mueca	spa	tvář s krokodýlím úsměvem	ces	106
mueca	spa	tvář s krokodýlím úsměvem	ces	106
calavera	spa	lebka a zkřížené hnáty	ces	106
сердце	rus	srdce se šípem	ces	106
corazón	spa	rudé srdce	ces	106
Bluse	deu	ženské šaty	ces	106
блузка	rus	ženské šaty	ces	106
botte	fra	dámská kozačka	ces	106
diplôme	fra	univerzitní čapka	ces	106
ours	fra	hlava medvěda	ces	106
poussin	fra	kuřátko zepředu	ces	106
tasse	fra	šálek bez ouška	ces	106
Weinglas	deu	sklenička vína	ces	106
wine glass	eng	sklenička vína	ces	106
wine glass	eng	sklenička vína	ces	106
wijnglas	nld	sklenička vína	ces	106
chope	fra	pivní půllitr	ces	106
остров	rus	pouštní ostrov	ces	106
здание	rus	japonská pošta	ces	106
картина	rus	obraz s rámem	ces	106
lancha	spa	rychlý motorový člun	ces	106
гроза	rus	mrak s bleskem a deštěm	ces	106
tormenta	spa	mrak s bleskem a deštěm	ces	106
молния	rus	mrak s bleskem	ces	106
cadeau	fra	zabalený dárek	ces	106
подарок	rus	zabalený dárek	ces	106
пленка	rus	okénka filmu	ces	106
мишень	rus	přímý zásah do terče	ces	106
Computermaus	deu	počítačová myš	ces	106
computer mouse	eng	počítačová myš	ces	106
computer mouse	eng	počítačová myš	ces	106
computermuis	nld	počítačová myš	ces	106
мышка	rus	počítačová myš	ces	106
Baby	deu	značka dítěte	ces	106
cruz	spa	katolický kříž	ces	106
крестик	rus	znak křížek	ces	106
cruz	spa	znak křížek	ces	106
пауза	rus	tlačítko pozastavení	ces	106
alphabet latin	fra	zadávání písmen v latince	ces	106
alfabeto latino	spa	zadávání písmen v latince	ces	106
alfabeto latino	spa	zadávání písmen v latince	ces	106
auxilio	spa	značka es ó es	ces	106
rain	eng	dešť	ces	106
shed	eng	chliv	ces	10041
shed	eng	do chliva	ces	10041
shed	eng	krmec	ces	10041
candy	eng	rajsky	ces	10041
shower	eng	mrholka	ces	10041
rain	eng	crkan	ces	10041
drizzle	eng	crkan	ces	10041
do	eng	tentovat	ces	10041
girl	eng	casnoch	ces	10041
maidservant	eng	difka	ces	10041
dimple	eng	dulek	ces	10041
door	eng	dvirca	ces	10041
disk	eng	dynko	ces	10041
ribbon	eng	haraska	ces	10041
hand organ	eng	vergl	ces	10041
nonsense	eng	-y	ces	10041
boy	eng	halama	ces	10041
barber	eng	pulbir	ces	10041
scrag	eng	piskor	ces	10041
kiss	eng	pusenka	ces	10041
stick	eng	balda	ces	10041
sausage	eng	jetrnica	ces	10041
coat	eng	burnus	ces	10041
jacket	eng	marinka	ces	10041
jester	eng	bajac	ces	10041
gusset	eng	cvikl	ces	10041
tap	eng	- cecan	ces	10041
peg	eng	flok	ces	10041
pegs	eng	flok	ces	10041
hurdy-gurdy	eng	lajer	ces	10041
hurdy-gurdy	eng	lajernik	ces	10041
roll	eng	koprdelec	ces	10041
circlet	eng	ryngl	ces	10041
circlet	eng	ryngle	ces	10041
weasel	eng	vlaska	ces	10041
kingfisher	eng	vodni kos	ces	10041
spirit	eng	kvit	ces	10041
spirit	eng	gajst	ces	10041
spirit	eng	gajst	ces	10041
canvas	eng	travnica	ces	10041
wife	eng	moja	ces	10041
husband	eng	moja	ces	10041
flesh	eng	masenko	ces	10041
can	eng	muct	ces	10041
hoe	eng	graca	ces	10041
small hoe	eng	graca	ces	10041
hoe	eng	gracka	ces	10041
small hoe	eng	gracka	ces	10041
bitch	eng	nacie	ces	10041
woman	eng	crbolena	ces	10041
can	eng	faska	ces	10041
nonsense	eng	- zmata	ces	10041
halter	eng	ohlavec	ces	10041
rim	eng	granec	ces	10041
eight	eng	osn	ces	10041
eight	eng	osmy	ces	10041
eight	eng	osmi	ces	10041
owner	eng	panidlo	ces	10041
pen	eng	pyro	ces	10041
sting	eng	pchat	ces	10041
pillow	eng	zhlavec	ces	10041
mania	eng	furyja	ces	10041
chest of drawers	eng	kostn	ces	10041
help	eng	pocmrdovat	ces	10041
woman	eng	robsko	ces	10041
tubule	eng	rylka	ces	10041
seven	eng	sedn	ces	10041
seven	eng	sedmy	ces	10041
seven	eng	sedmi	ces	10041
bag	eng	soturek	ces	10041
smile	eng	hihlat se	ces	10041
heart	eng	srce	ces	10041
goblin	eng	kobirek	ces	10041
goblin	eng	kobirek	ces	10041
dancer	eng	vodica	ces	10041
dancer	eng	trdelnik	ces	10041
pencil	eng	blajvaz	ces	10041
gale	eng	vichor	ces	10041
half	eng	odpola	ces	10041
ring	eng	cimbrlat	ces	10041
woman	eng	roba	ces	10041
alley	eng	álija	ces	10041
alley	eng	hálija	ces	10041
plump	eng	pôclenka	ces	10041
packet	eng	paklék	ces	10041
box	eng	kysňa	ces	10041
darling	eng	bobišek	ces	10041
sting	eng	džignót	ces	10041
blueberry	eng	černy jahodê	ces	10041
straw	eng	piskoř	ces	10041
bug	eng	brabóch	ces	10041
tummy	eng	břóšek	ces	10041
belly	eng	břóšek	ces	10041
strainer	eng	cezánek	ces	10041
parting	eng	pótec	ces	10041
boy	eng	chlapčêsko	ces	10041
crest	eng	trpělka	ces	10041
lump	eng	chómek	ces	10041
lump	eng	chôndel	ces	10041
tuft	eng	chôndel	ces	10041
tuft	eng	kotrč	ces	10041
bit	eng	côckê	ces	10041
sweetie	eng	engliša	ces	10041
sweet	eng	engliša	ces	10041
daughter	eng	ceró	ces	10041
shower	eng	mrhôlka	ces	10041
rain	eng	crkánek	ces	10041
drizzle	eng	crkánek	ces	10041
rain	eng	dyščovica	ces	10041
rain	eng	dyščuvka	ces	10041
baby	eng	baróšek	ces	10041
child	eng	nandótek	ces	10041
lassie	eng	côňáv	ces	10041
girl	eng	odrbětka	ces	10041
girl	eng	děvčêska	ces	10041
baby	eng	frfňátko	ces	10041
infant	eng	frfňátko	ces	10041
well	eng	faň	ces	10041
catch	eng	dopařêt	ces	10041
spirit	eng	dôch	ces	10041
speck	eng	ďôbka	ces	10041
door	eng	dvircé	ces	10041
barrow	eng	šebinkê	ces	10041
